text,tags
不错 就是和别的店对比 有些菜没有 代金券优惠了几块钱 希望菜品多些,
好多年没有吃过季季红了，总是怕吃完串稀，不过最爱他家独有的煮鸡蛋，且我能煮成糖心的，蘸醋最好吃了，嫩牛肉也是必点，三个人吃桌上这么多，最后肉都没吃完，还是蛮好的，味道没怎么变，就是汤底的辣椒，碎碎的太多了，看着，啊，就还是怕怕的，但还是想吃[调皮],菜品其他分类(正面)
没有一点服务，碗筷都要自己去找，调料台基本是空的，喊很多次也没人加,"分量少(负面), 店内服务问题 (负面), 服务整体问题 (负面)"
小朋友很喜欢吃他们家的火锅每次都是他们吵着要过来吃很喜欢吃那个番茄的锅底还有店内的鸡米花小孩子真的很喜欢吃过年来的人特别的多，,菜品其他分类(正面)
口味倒没什么可说的，可能是小地方，刚开业，服务员培训不到位 四点半了，也差不多是饭点了，服务员都在吃饭，干活的反正我就看到两个人，客人来了，没有迎接的，自己坐到餐桌上，碗筷自己拿汤勺漏勺也是自己找（那筷子就是一个大框搁那放着摆的跟个盆栽一样），在位置上坐了五六分钟，没有一个服务员过来问的，下单了，都已经十多分钟了（下单付款之后就跟朋友在玩游戏），还是我主动找的服务员说我们怎么连锅底还没上，然后他才给我们上了锅底，随后在吃的过程中，我问了一个服务员，说我们的菜上齐了没，他居然来了一句，我又不是上菜的问我干啥，确实是我吃的是季季红里面最离谱的一家了，只能说加强培训吧，环境倒是没什么可说的毕竟硬性条件都是固定一样的,"迎宾排队问题(负面), 店内服务问题 (负面), 出餐问题 (负面), 服务整体问题 (负面)"
味道很不错，特别是也来了好多次了，他们家的油炸我很喜欢吃。还有他们的鲜榨的玉米汁，冬天喝起来是真的很不错。热乎乎的。还有调料牌的银耳汤也很不错。很粘稠也很好吃。其他的话都还可以。来的很早，所以不需要排队,"菜品其他分类(正面), 迎宾排队环节 (正面), 口味好 (正面), 口感好 (正面)"
这家季季红非常的不错，已经吃了很多次了，菜品非常的新鲜，值得推荐好评推荐！！！！！！,菜品其他分类(正面)
垃圾垃圾垃圾垃圾垃圾没有碗的，一直排队碗也不给,
来过很多次了  食品很新鲜刚进门就有服务员接待态度很好穿戴整洁价格也很实惠  门店非常干净  口味很好  锅底味道也很好真的yyds  非常非常delicious！,"口味好(正面), 服务整体环节 (正面)"
「红糖糍粑」这个味道真的很不错 家里人都爱吃这个糍粑 我点了两份都不够吃 还有他们家的麻酱味道也很棒 个人偏爱吃麻酱搬面真的很绝绝子 「牛蛙」牛蛙看着真的有点吓人 它上来还在动 服务员说刚刚现杀的味道也很不多 ??嫩的 其他都还可以 就是人太多,"口味好(正面), 口味差 (负面)"
这家店得火锅特别好吃，汤料浓郁味美，肉类鲜嫩多汁，菌菇香甜可口，服务态度很好，价格实惠，性价比超高,"菜品其他分类(正面), 口味好 (正面), 服务整体环节 (正面)"
一点服务都没有也人接待排号取餐更没有，只会让客人在别人吃完残羹剩饭的位子旁边等，服务巨差，巨垃圾以后都不会来了避雷了,"迎宾排队问题(负面), 服务整体问题 (负面)"
第一次在火锅店吃到了大排档的感觉，有一桌两个人的人，菜点的比较多，上菜的盘子装满了一个服务员给他们上菜 ，另一个在旁边的服务员用广丰话说死吃吃这么多，无语住了。还有一点服务都没有,"出餐问题(负面), 服务整体问题 (负面)"
菜品味道也很不错 这边一进来就是满满的过年气氛感，真的很好看 让我能有感受到过年的日子 今天来好多人哦 还排队了半个多小时 但是排队拿冰激凌一下子就好了 冰激凌味道很不错 很多人排队 其他也都还可以 下次继续过来 一定要提前过来,"迎宾排队问题(负面), 口味好 (正面)"
味道真的很棒的 他们家好多人 每次都要来排队 服务也都很好 问要围裙 小姐姐直接给我拿过来了 而且味道也真的可以 对于这个优惠的价格来说 很棒的 其他的也都不错 里面就是有点热 人也是特别多的 是聚会的好地方 调料也很好吃的[调皮],"迎宾排队问题(负面), 菜品其他分类 (正面), 服务整体环节 (正面)"
味道非常的好 服务非常的好 态度非常的好,服务整体环节(正面)
口味：真心的不做 这个价位 [强]牛肉毛肚性价比太高了[调皮][调皮][强]  服务：帅哥服务很人性，棒棒哒 环境：环境很好 超棒 真的很不错 性价比超高，下次再来 一定会再来 [调皮][强][强]特别适合家人聚会 同时也适合团建，特别棒 超级棒 每个人都笑容灿烂，下次一定还来,服务整体环节(正面)
我和朋友晚上来的 这家环境还不错 进店服务师非常热情  他们的现切牛肉非常新鲜 红红火火的 菜品也很新鲜  个人非常喜欢吃鸡蛋干 大赞 季季红还是一如既往实惠 推荐！,"菜品其他分类(正面), 价格低 (正面), 服务整体环节 (正面), 食材好 (正面)"
服务好，是这里的老顾客，家就在这附近，季季红发展的真的很好,"菜品其他分类(正面), 服务整体环节 (正面)"
刚回来这边，变化也挺大的，记得这个商场是叫天虹的，现在改名成国光，商场人还是挺多的，跟朋友决定就过来这边吃火锅，服务都还挺满意的，份量都很足，很新鲜，放心吃，还有自助调料，价格方面还是挺划算的，可以放心冲[调皮],"服务整体环节(正面), 食材好 (正面), 分量多 (正面)"
不能和余额一起使用，没啥意思。,结账问题(负面)
难吃的一言难尽，牛肉都是合成的，,食材差(负面)
我在外面也吃了这么多次季季红了，昨天晚上去季季红，这过年回兴国听到开了季季红想去尝一下，结果那服务员态度非常恶劣，非常差劲，我们都是来消费的，也不是说非你在家不可，也是听了品牌的名气过去的，结果这样做人做事，搞得我大兴国就只有你这家火锅一样。,服务整体问题(负面)
东西也是不过不失，毕竟也不贵！说说服务员的态度，我询问一个4.50岁的女服务员米饭怎么还没上，她说要看下小票～看小票没问题，我买单后习惯把小票塞进包里，我就去翻包找小票，那个大姐嘲讽瞧不起的口气说：唉耶！你还把小票收起来呀？我想说！我愿意把小票收在哪里是我的自由，你一个做服务行业的还瞧不起别人把小票放在包里？冒见过世面非要装六指是吧！她那么能就不应该出来打工！应该回去让她老公养着她！,服务整体问题(负面)
南昌非常有名的火锅 完全可以堪比上海的海底捞，遍地都是 价格非常实惠，味道也是非常的好 服务员很周到很贴心，带了我们去到一个大圆桌 座位非常舒适，坐的很舒服 菜的品种很多，种类也很齐全 地理位置也很好找，吃的很开怀 超级好吃，超级好吃，每次去南昌必吃,服务整体环节(正面)
季季红火锅不愧是大众的选择 不管是味道 还是服务都是点赞 尤其他们家烧烤真的绝杀 鱿鱼 八宝 小鲜肉 小黄鱼等 吃了还想吃  环境也是非常舒适 服务人员也非常热情  菜品量足 价格也很实惠 锅底也非常给力 香辣味比麻辣味更辣 如果喜欢吃辣点的可以选香辣味的锅底   调料也是多样式 很多种 吃火锅就吃季季红,"菜品其他分类(正面), 服务整体环节 (正面), 食材好 (正面)"
季季红火锅，真的是江西人吃这长大的火锅，小学初中你可能没吃过，高中大学一定体验过人均2位数的季季红！简直就是火锅界的胖东来！性价比嘎嘎高。牛油锅不想其他品牌的火锅会越吃越腻，口感比较清爽！并且最便宜的锅底只需要24元！真的很划算，打工族学生党吃起来完全没有压力，小食小酥肉每次都是必点！干干脆脆砰砰香！,"菜品其他分类(正面), 口味好 (正面), 口感好 (正面)"
第一次尝试这家火锅店，有被惊艳到，店里环境非常好，干净整洁。上菜速度很快，服务很好，菜品色香味俱全，最重要的是真的非常非常实惠！性价比很高，会推荐给朋友的，下次还会来！,"出餐环节(正面), 服务整体环节 (正面)"
虽然是春节期间人稍微有点多，但是配菜的小哥动作慢、就不能多安排两个人配菜I吗？汤都烧干了还没上配菜，建议管理人员反思一下管理模式！,出餐问题(负面)
环境很好，都是粉粉的，很可爱。哈哈…女生们都喜欢的粉色系！,
免费的冰淇淋搞得跟奶昔一样，要搞免费的东西就好好搞。那个冰激凌一看就恶心，搞得一点食欲都没有。,菜品其他分类(负面)
这服务员态度跟欠她几百万一样？什么态度啊？你很有优越感吗？避雷避雷！！！！！！！吃饭都没心情！什么素质啊，一点素质都没有，老板是这么教你服务客人的吗？早日辞职吧！有你在的地方就容易倒闭！！！,服务整体问题(负面)
今天中午等位，我们只是问了一句，为什么里面有座位还要等半个小时？一个女服务员直接怼了我们几句？？态度非常恶劣！！！我不明白 别的市区的季季红可以过号 外面也没有人排队 且不说为啥不能进去吃 为什么态度这么差？你有什么有优越感吗？？！,"迎宾排队问题(负面), 服务整体问题 (负面)"
环境优美，食物好吃，非常推荐来,菜品其他分类(正面)
今天和家人来吃，菜量听挺多的挺好吃的，服务态度也不错，值得下次再来??????,服务整体环节(正面)
牛油锅底不错，免费冰淇淋很解腻，平价性价比很高，酒水都很便宜，蟹棒不太好吃，肥牛毛肚可以的。 还有白糖糕，跟特色。,"菜品其他分类(正面), 口味好 (正面), 菜品其他分类 (负面)"
今天特别想吃火锅就来了季季红选了一个靠窗的位置蓝色搭配的非常好看非常喜欢菜品量大好吃一个人吃的非常开心服务员态度也非常好,服务整体环节(正面)
中午来吃饭带我们在店里绕一圈 然后说没位置取号，在取号时别的顾客在询问，顺手把号给别人 本来是第一个排队结果给了3号，跟服务员反映她说进去看一下结果换了另一个出来 我把情况跟她说 结果人家来一句三号也很快的，结果等了四十分钟无语 就这服务态度差评！,"迎宾排队问题(负面), 服务整体问题 (负面)"
